id,expiration_id,src_ip,src_mac,src_oui,src_port,dst_ip,dst_mac,dst_oui,dst_port,protocol,ip_version,vlan_id,tunnel_id,bidirectional_first_seen_ms,bidirectional_last_seen_ms,bidirectional_duration_ms,bidirectional_packets,bidirectional_bytes,src2dst_first_seen_ms,src2dst_last_seen_ms,src2dst_duration_ms,src2dst_packets,src2dst_bytes,dst2src_first_seen_ms,dst2src_last_seen_ms,dst2src_duration_ms,dst2src_packets,dst2src_bytes,bidirectional_min_ps,bidirectional_mean_ps,bidirectional_stddev_ps,bidirectional_max_ps,src2dst_min_ps,src2dst_mean_ps,src2dst_stddev_ps,src2dst_max_ps,dst2src_min_ps,dst2src_mean_ps,dst2src_stddev_ps,dst2src_max_ps,bidirectional_min_piat_ms,bidirectional_mean_piat_ms,bidirectional_stddev_piat_ms,bidirectional_max_piat_ms,src2dst_min_piat_ms,src2dst_mean_piat_ms,src2dst_stddev_piat_ms,src2dst_max_piat_ms,dst2src_min_piat_ms,dst2src_mean_piat_ms,dst2src_stddev_piat_ms,dst2src_max_piat_ms,bidirectional_syn_packets,bidirectional_cwr_packets,bidirectional_ece_packets,bidirectional_urg_packets,bidirectional_ack_packets,bidirectional_psh_packets,bidirectional_rst_packets,bidirectional_fin_packets,src2dst_syn_packets,src2dst_cwr_packets,src2dst_ece_packets,src2dst_urg_packets,src2dst_ack_packets,src2dst_psh_packets,src2dst_rst_packets,src2dst_fin_packets,dst2src_syn_packets,dst2src_cwr_packets,dst2src_ece_packets,dst2src_urg_packets,dst2src_ack_packets,dst2src_psh_packets,dst2src_rst_packets,dst2src_fin_packets,application_name,application_category_name,application_is_guessed,requested_server_name,client_fingerprint,server_fingerprint,user_agent,content_type,Activity,Stage,DefenderResponse,Signature,Guess,IP_flag,Port_flag,Agent_flag,Transfer_flag,Violations
119,0,10.1.3.8,fa:16:3e:f6:2f:13,fa:16:3e,59100,10.8.10.84,fa:16:3e:2b:10:fa,fa:16:3e,443,6,4,0,0,1625256211901,1625256271987,60086,32,4354,1625256211901,1625256271987,60086,17,2048,1625256211902,1625256271986,60084,15,2306,54,136.0625,220.66409116354265,1251,54,120.47058823529414,112.51728625363464,410,66,153.73333333333332,304.5011064175692,1251,0,1938.2580645161297,5107.8730666018055,15103,0,3755.375,6701.331945964175,15104,0,4291.714285714285,7024.458439881781,15104,2,0,0,0,29,10,2,2,1,0,0,0,14,6,2,1,1,0,0,0,15,4,0,1,TLS,Web,0,,89be98bbd4f065fe510fca4893cf8d9b,f4febc55ea12b31ae17cfb7e614afda8,,,Encrypted Channel: Symmetric Cryptography,Establish Foothold,Benign,APT,True,True,,,,1
135,0,10.1.3.8,fa:16:3e:f6:2f:13,fa:16:3e,59136,10.8.10.84,fa:16:3e:2b:10:fa,fa:16:3e,443,6,4,0,0,1625256319538,1625256379653,60115,33,4428,1625256319538,1625256379653,60115,17,2056,1625256319538,1625256379652,60114,16,2372,54,134.18181818181816,217.76412906879528,1251,54,120.94117647058825,113.47437518457376,410,66,148.25,294.9925422786143,1251,0,1878.59375,5031.599231818557,15252,0,3757.187500000001,6692.921855400674,15252,0,4007.6,6849.947234416169,15252,2,0,0,0,30,10,2,2,1,0,0,0,14,6,2,1,1,0,0,0,16,4,0,1,TLS,Web,0,,89be98bbd4f065fe510fca4893cf8d9b,f4febc55ea12b31ae17cfb7e614afda8,,,Encrypted Channel: Symmetric Cryptography,Establish Foothold,Benign,APT,True,True,,,,1
166,0,10.1.3.8,fa:16:3e:f6:2f:13,fa:16:3e,59006,10.8.10.84,fa:16:3e:2b:10:fa,fa:16:3e,443,6,4,0,0,1625255521746,1625255551698,29952,12,816,1625255521746,1625255551698,29952,6,396,1625255521747,1625255551698,29951,6,420,54,68.0,11.249242398733106,90,54,66.0,13.145341380123988,90,66,70.0,9.797958971132712,90,0,2722.909090909091,6036.8376730627015,15102,0,5990.4,8164.400057566997,15103,0,5990.199999999999,8164.525564905776,15103,0,0,0,0,10,2,2,2,0,0,0,0,4,1,2,1,0,0,0,0,6,1,0,1,TLS,Web,1,,,,,,Encrypted Channel: Symmetric Cryptography,Establish Foothold,Benign,APT,True,True,,,,1
169,0,10.1.3.8,fa:16:3e:f6:2f:13,fa:16:3e,59012,10.8.10.84,fa:16:3e:2b:10:fa,fa:16:3e,443,6,4,0,0,1625255551613,1625255611709,60096,33,4421,1625255551613,1625255611709,60096,17,2049,1625255551613,1625255611708,60095,16,2372,54,133.96969696969697,217.5596879089283,1251,54,120.52941176470588,112.63553926662024,410,66,148.25,294.9925422786143,1251,0,1878.0,5030.026531065796,15103,0,3756.0,6691.291893199698,15105,0,4006.3333333333335,6848.436481277697,15104,2,0,0,0,30,10,2,2,1,0,0,0,14,6,2,1,1,0,0,0,16,4,0,1,TLS,Web,0,,89be98bbd4f065fe510fca4893cf8d9b,f4febc55ea12b31ae17cfb7e614afda8,,,Encrypted Channel: Symmetric Cryptography,Establish Foothold,Benign,APT,True,True,,,,1
174,0,10.1.3.8,fa:16:3e:f6:2f:13,fa:16:3e,59018,10.8.10.84,fa:16:3e:2b:10:fa,fa:16:3e,443,6,4,0,0,1625255659285,1625255719402,60117,33,4428,1625255659285,1625255719402,60117,17,2056,1625255659285,1625255719402,60117,16,2372,54,134.18181818181816,217.76412906879528,1251,54,120.94117647058825,113.47437518457376,410,66,148.25,294.9925422786143,1251,0,1878.65625,5027.97498267556,15104,0,3757.3125,6687.121081788486,15104,0,4007.7999999999993,6843.809937245689,15104,2,0,0,0,30,10,2,2,1,0,0,0,14,6,2,1,1,0,0,0,16,4,0,1,TLS,Web,0,,89be98bbd4f065fe510fca4893cf8d9b,f4febc55ea12b31ae17cfb7e614afda8,,,Encrypted Channel: Symmetric Cryptography,Establish Foothold,Benign,APT,True,True,,,,1
175,0,10.1.3.8,fa:16:3e:f6:2f:13,fa:16:3e,59024,10.8.10.84,fa:16:3e:2b:10:fa,fa:16:3e,443,6,4,0,0,1625255731706,1625255791798,60092,32,4361,1625255731706,1625255791798,60092,17,2055,1625255731707,1625255791797,60090,15,2306,54,136.28124999999997,220.86899260684217,1251,54,120.8823529411765,113.35336472340664,410,66,153.73333333333332,304.5011064175692,1251,0,1938.4516129032256,5107.193429133133,15103,0,3755.75,6700.337459163281,15104,0,4292.142857142857,7023.002249281043,15104,2,0,0,0,29,10,2,2,1,0,0,0,14,6,2,1,1,0,0,0,15,4,0,1,TLS,Web,0,,89be98bbd4f065fe510fca4893cf8d9b,f4febc55ea12b31ae17cfb7e614afda8,,,Encrypted Channel: Symmetric Cryptography,Establish Foothold,Benign,APT,True,True,,,,1
199,0,10.1.3.8,fa:16:3e:f6:2f:13,fa:16:3e,59030,10.8.10.84,fa:16:3e:2b:10:fa,fa:16:3e,443,6,4,0,0,1625255839309,1625255899402,60093,33,4431,1625255839309,1625255899402,60093,17,2059,1625255839309,1625255899402,60093,16,2372,54,134.27272727272734,217.8537744576728,1251,54,121.11764705882356,113.83973512845876,410,66,148.25,294.9925422786143,1251,0,1877.9062500000005,5030.903736932586,15144,0,3755.8125,6692.260925564195,15145,0,4006.2,6848.953185915139,15144,2,0,0,0,30,10,2,2,1,0,0,0,14,6,2,1,1,0,0,0,16,4,0,1,TLS,Web,0,,89be98bbd4f065fe510fca4893cf8d9b,f4febc55ea12b31ae17cfb7e614afda8,,,Encrypted Channel: Symmetric Cryptography,Establish Foothold,Benign,APT,True,True,,,,1
210,0,10.1.3.8,fa:16:3e:f6:2f:13,fa:16:3e,59036,10.8.10.84,fa:16:3e:2b:10:fa,fa:16:3e,443,6,4,0,0,1625255899310,1625255959406,60096,33,4424,1625255899310,1625255959406,60096,17,2052,1625255899310,1625255959405,60095,16,2372,54,134.0606060606061,217.64649368212025,1251,54,120.70588235294116,112.99267935682954,410,66,148.25,294.9925422786143,1251,0,1878.0,5033.759795363636,15104,0,3756.0,6696.630854392378,15104,0,4006.3333333333335,6853.726824214136,15104,2,0,0,0,30,10,2,2,1,0,0,0,14,6,2,1,1,0,0,0,16,4,0,1,TLS,Web,0,,89be98bbd4f065fe510fca4893cf8d9b,f4febc55ea12b31ae17cfb7e614afda8,,,Encrypted Channel: Symmetric Cryptography,Establish Foothold,Benign,APT,True,True,,,,1
230,0,10.1.3.8,fa:16:3e:f6:2f:13,fa:16:3e,59042,10.8.10.84,fa:16:3e:2b:10:fa,fa:16:3e,443,6,4,0,0,1625255971866,1625256031962,60096,33,4418,1625255971866,1625256031962,60096,17,2046,1625255971867,1625256031961,60094,16,2372,54,133.87878787878785,217.47410155805875,1251,54,120.35294117647058,112.28197828262032,410,66,148.25,294.9925422786143,1251,0,1878.0,5029.840150092633,15103,0,3756.0,6690.852372206897,15104,0,4006.266666666666,6847.865261385861,15104,2,0,0,0,30,10,2,2,1,0,0,0,14,6,2,1,1,0,0,0,16,4,0,1,TLS,Web,0,,89be98bbd4f065fe510fca4893cf8d9b,f4febc55ea12b31ae17cfb7e614afda8,,,Encrypted Channel: Symmetric Cryptography,Establish Foothold,Benign,APT,True,True,,,,1
235,0,10.1.3.8,fa:16:3e:f6:2f:13,fa:16:3e,59048,10.8.10.84,fa:16:3e:2b:10:fa,fa:16:3e,443,6,4,0,0,1625256079384,1625256139486,60102,33,4420,1625256079384,1625256139486,60102,17,2048,1625256079385,1625256139486,60101,16,2372,54,133.93939393939397,217.5310235624363,1251,54,120.47058823529414,112.51728625363464,410,66,148.25,294.9925422786143,1251,0,1878.1875,5032.318393675283,15104,0,3756.375,6694.279397366083,15104,0,4006.7333333333336,6851.096298785917,15104,2,0,0,0,30,10,2,2,1,0,0,0,14,6,2,1,1,0,0,0,16,4,0,1,TLS,Web,0,,89be98bbd4f065fe510fca4893cf8d9b,f4febc55ea12b31ae17cfb7e614afda8,,,Encrypted Channel: Symmetric Cryptography,Establish Foothold,Benign,APT,True,True,,,,1
260,0,10.1.3.17,fa:16:3e:c7:60:b5,fa:16:3e,49225,10.1.5.21,fa:16:3e:2b:10:fa,fa:16:3e,3306,6,4,0,0,1625256205632,1625256205633,1,3,196,1625256205632,1625256205633,1,3,196,0,0,0,0,0,54,65.33333333333333,19.62990915244728,88,54,65.33333333333333,19.62990915244728,88,0,0.0,0.0,0,0,0.5,0.7071067811865476,1,0,0.5,0.7071067811865476,1,0,0.0,0.0,0,0,0,0,0,3,1,0,1,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,0,MySQL,Database,1,,,,,,Data Transfer Size Limits,Data Exfiltration,Benign,APT,False,,True,,,1
273,0,10.1.3.8,fa:16:3e:f6:2f:13,fa:16:3e,59120,10.8.10.84,fa:16:3e:2b:10:fa,fa:16:3e,443,6,4,0,0,1625256259536,1625256319665,60129,33,4427,1625256259536,1625256319665,60129,17,2055,1625256259536,1625256319664,60128,16,2372,54,134.15151515151518,217.7345174191671,1251,54,120.8823529411765,113.35336472340664,410,66,148.25,294.9925422786143,1251,0,1879.03125,5026.827245915883,15104,0,3758.0625,6685.269961826523,15104,0,4008.5333333333338,6841.564115929994,15104,2,0,0,0,30,10,2,2,1,0,0,0,14,6,2,1,1,0,0,0,16,4,0,1,TLS,Web,0,,89be98bbd4f065fe510fca4893cf8d9b,f4febc55ea12b31ae17cfb7e614afda8,,,Encrypted Channel: Symmetric Cryptography,Establish Foothold,Benign,APT,True,True,,,,1
277,0,10.1.3.8,fa:16:3e:f6:2f:13,fa:16:3e,59138,10.8.10.84,fa:16:3e:2b:10:fa,fa:16:3e,443,6,4,0,0,1625256331961,1625256392052,60091,33,4420,1625256331961,1625256392052,60091,17,2048,1625256331961,1625256392052,60091,16,2372,54,133.93939393939397,217.5310235624363,1251,54,120.47058823529414,112.51728625363464,410,66,148.25,294.9925422786143,1251,0,1877.84375,5034.371922317396,15103,0,3755.687500000001,6697.96879378368,15104,0,4006.066666666666,6855.262696505163,15104,2,0,0,0,30,10,2,2,1,0,0,0,14,6,2,1,1,0,0,0,16,4,0,1,TLS,Web,0,,89be98bbd4f065fe510fca4893cf8d9b,f4febc55ea12b31ae17cfb7e614afda8,,,Encrypted Channel: Symmetric Cryptography,Establish Foothold,Benign,APT,True,True,,,,1
303,0,10.1.3.8,fa:16:3e:f6:2f:13,fa:16:3e,59150,10.8.10.84,fa:16:3e:2b:10:fa,fa:16:3e,443,6,4,0,0,1625256379569,1625256439655,60086,33,4421,1625256379569,1625256439655,60086,17,2049,1625256379570,1625256439655,60085,16,2372,54,133.96969696969697,217.5596879089283,1251,54,120.52941176470588,112.63553926662024,410,66,148.25,294.9925422786143,1251,0,1877.6875,5031.34382380961,15103,0,3755.375,6693.368906362974,15104,0,4005.666666666666,6850.490688021308,15104,2,0,0,0,30,10,2,2,1,0,0,0,14,6,2,1,1,0,0,0,16,4,0,1,TLS,Web,0,,89be98bbd4f065fe510fca4893cf8d9b,f4febc55ea12b31ae17cfb7e614afda8,,,Encrypted Channel: Symmetric Cryptography,Establish Foothold,Benign,APT,True,True,,,,1
373,0,10.1.3.8,fa:16:3e:f6:2f:13,fa:16:3e,59008,10.8.10.84,fa:16:3e:2b:10:fa,fa:16:3e,443,6,4,0,0,1625255539273,1625255599370,60097,33,4417,1625255539273,1625255599370,60097,17,2045,1625255539273,1625255599369,60096,16,2372,54,133.84848484848487,217.4458440066344,1251,54,120.29411764705884,112.164925837961,410,66,148.25,294.9925422786143,1251,0,1878.03125,5031.310927000361,15144,0,3756.0625,6693.11273343726,15145,0,4006.400000000001,6849.883740410698,15144,2,0,0,0,30,10,2,2,1,0,0,0,14,6,2,1,1,0,0,0,16,4,0,1,TLS,Web,0,,89be98bbd4f065fe510fca4893cf8d9b,f4febc55ea12b31ae17cfb7e614afda8,,,Encrypted Channel: Symmetric Cryptography,Establish Foothold,Benign,APT,True,True,,,,1
375,0,10.1.3.8,fa:16:3e:f6:2f:13,fa:16:3e,59014,10.8.10.84,fa:16:3e:2b:10:fa,fa:16:3e,443,6,4,0,0,1625255599284,1625255659385,60101,33,4425,1625255599284,1625255659385,60101,17,2053,1625255599285,1625255659385,60100,16,2372,54,134.0909090909091,217.67569967103063,1251,54,120.76470588235291,113.11251556070437,410,66,148.25,294.9925422786143,1251,0,1878.15625,5031.833354780568,15104,0,3756.3125,6693.408147511002,15104,0,4006.666666666667,6850.329519359599,15104,2,0,0,0,30,10,2,2,1,0,0,0,14,6,2,1,1,0,0,0,16,4,0,1,TLS,Web,0,,89be98bbd4f065fe510fca4893cf8d9b,f4febc55ea12b31ae17cfb7e614afda8,,,Encrypted Channel: Symmetric Cryptography,Establish Foothold,Benign,APT,True,True,,,,1
376,0,10.1.3.8,fa:16:3e:f6:2f:13,fa:16:3e,59020,10.8.10.84,fa:16:3e:2b:10:fa,fa:16:3e,443,6,4,0,0,1625255671675,1625255731771,60096,33,4425,1625255671675,1625255731771,60096,17,2053,1625255671676,1625255731771,60095,16,2372,54,134.0909090909091,217.67569967103063,1251,54,120.76470588235291,113.11251556070437,410,66,148.25,294.9925422786143,1251,0,1878.0000000000005,5033.99322669902,15105,0,3756.0,6697.288754911697,15105,0,4006.3333333333335,6854.577820350288,15106,2,0,0,0,30,10,2,2,1,0,0,0,14,6,2,1,1,0,0,0,16,4,0,1,TLS,Web,0,,89be98bbd4f065fe510fca4893cf8d9b,f4febc55ea12b31ae17cfb7e614afda8,,,Encrypted Channel: Symmetric Cryptography,Establish Foothold,Benign,APT,True,True,,,,1
388,0,10.1.3.8,fa:16:3e:f6:2f:13,fa:16:3e,59026,10.8.10.84,fa:16:3e:2b:10:fa,fa:16:3e,443,6,4,0,0,1625255779307,1625255839391,60084,33,4422,1625255779307,1625255839391,60084,17,2050,1625255779308,1625255839391,60083,16,2372,54,134.0,217.58848774693945,1251,54,120.58823529411764,112.75418995736334,410,66,148.25,294.9925422786143,1251,0,1877.6249999999995,5031.52424638255,15104,0,3755.250000000001,6693.387537961128,15104,0,4005.533333333333,6850.203905898053,15104,2,0,0,0,30,10,2,2,1,0,0,0,14,6,2,1,1,0,0,0,16,4,0,1,TLS,Web,0,,89be98bbd4f065fe510fca4893cf8d9b,f4febc55ea12b31ae17cfb7e614afda8,,,Encrypted Channel: Symmetric Cryptography,Establish Foothold,Benign,APT,True,True,,,,1
406,0,10.1.3.8,fa:16:3e:f6:2f:13,fa:16:3e,59038,10.8.10.84,fa:16:3e:2b:10:fa,fa:16:3e,443,6,4,0,0,1625255911864,1625255971968,60104,33,4426,1625255911864,1625255971968,60104,17,2054,1625255911865,1625255971968,60103,16,2372,54,134.12121212121215,217.70504093494216,1251,54,120.82352941176472,113.2327444327157,410,66,148.25,294.9925422786143,1251,0,1878.25,5029.194638277328,15103,0,3756.500000000001,6689.701946524474,15104,0,4006.866666666667,6846.595774195968,15104,2,0,0,0,30,10,2,2,1,0,0,0,14,6,2,1,1,0,0,0,16,4,0,1,TLS,Web,0,,89be98bbd4f065fe510fca4893cf8d9b,f4febc55ea12b31ae17cfb7e614afda8,,,Encrypted Channel: Symmetric Cryptography,Establish Foothold,Benign,APT,True,True,,,,1
